1,"노벨문학상을 수상한 미국의 소설가이자, 소설 '노인과 바다'의 저자는?",어니스트 헤밍웨이,어니스트 헤밍웨이,토마스 만,레프 톨스토이,존 스틴벡
2,통일신라 시대에 제작된 불경 인쇄본으로 세계에서 가장 오래된 목판활자본인 이것은 무엇일까요?,무구정광대다라니경,팔만대장경,무구정광대다라니경,직지심체요절,왕오천축국전
3,고려 시대에 만들어진 인쇄물로 세계에서 가장 오래된 금속활자본인 이것은 무엇일까요?,직지심체요절,팔만대장경,무구정광대다라니경,직지심체요절,왕오천축국전
4,이탈리아의 물리학자 및 천문학자로 그래도 지구는 돈다' 라는 명언을 남긴 이 인물은?,갈릴레오 갈릴레이,갈릴레오 갈릴레이,아이작 뉴턴,알베르트 아인슈타인,요하네스 케플러
5,통일신라 시대의 이 승려는 '왕오천축국전'을 집필하여 동서 교섭사에 중요한 자료를 남겼다. 여기서 설명하는 인물은?,혜초,김덕지,혜초,의천,원효
6,호감 가는 이성이 자신에게 조금만 잘해줘도 본인을 좋아한다 착각하며 어쩔 줄 몰라하는 현상을 일컫는 말은?,일루전 증후군,엘리스 증후군,팅커벨 증후군,일루전 증후군,비전 상실 증후군
7,뉴질랜드에 유럽인이 이주하기 전 뉴질랜드 땅의 주인이었던 민족의 이름은 무엇일까요?,마오리족,이누이트족,마오리족,케트족,마푸체족
8,"서울의 50배, 한반도의 1/3에 달하는, 세계에서 가장 맑고 가장 깊은 호수는?",바이칼호수,빅토리아호수,이리호수,미시간 호수,바이칼호수
9,"피로회복제인 '박카스'의 주성분이며, 각종 혈관계 질환 예방에 효과가 있다고 알려진 이것은 무엇일까요?",타우린,카페인,타우린,알킬기,아닐린
10,유럽 14세기에 대유행한 페스트균의 감염에 의해 급성으로 일어나는 공포의 전염병 이름은 무엇인가요?,흑사병,천연두,흑사병,황열병,우역
11,우리나라 대표적인 독립운동가로 '흥사단'이란 단체를 만들어 교육과 계몽운동을 통해 독립운동을 펼쳤던 인물은?,안창호,안창호,김구,안중근,윤동주
12,1919년 6월 28일 파리 평화회의의 결과로 31개 연합국과 독일이 맺은 강화 조약의 이름은 무엇일까요?,베르사유 조약,부쿠레슈티 조약,베스트팔렌 조약,베르사유 조약,생제르맹 조약
13,음악의 아버지는 바흐인데요. 그렇다면 의학의 아버지는 누구일까요?,히포크라테스,플레밍,카를 란트슈타이너,히포크라테스,슈바이처
14,BC 8세기에서 BC 3세기에 이르는 중국 고대의 변혁시대를 무엇이라고 부를까요?,춘추전국시대,삼국시대,위진남북조시대,진나라,춘추전국시대
15,대한민국 제 15대 대통령의 이름을 고르시오.,김대중,노태우,전두환,김영삼,김대중
16,현실 세계를 부정하고 허구의 세계를 진실이라 믿으며 거짓된 말과 행동을 상습적으로 하는 반사회적 성격장애는?,리플리 증후군,리셋 증후군,리플리 증후군,게슈탈트 붕괴,스톡홀름 증후군
17,"해열, 소염 진통제이자 혈전 예방약으로, 심혈관 위험성을 감소시키는 목적으로 사용되는 이 약은 무엇일까요?",아스피린,모르핀,아스피린,항히스타민제,스테로이드
18,다음 중 입헌군주국이 아닌 나라는 어디일까요?,튀르키예,일본,태국,튀르키예,네덜란드
19,'성질이 조급하여 무엇이든지 당장 해치우려 하는 행동'을 뜻하는 속담인 <(   )에 콩 볶아 먹겠다>의 괄호에 들어갈 말은?,번갯불,번갯불,촛불,모닥불,전깃불
20,세계 4대 뮤지컬에 포함되지 않는 것을 고르시오.,위키드,오페라의유령,레미제라블,미스사이공,위키드
21,다음 커피 종류 중 이탈리아어로 '급행'을 뜻하는 것은 무엇일까요?,에스프레소,아메리카노,카푸치노,카라멜마끼아또,에스프레소
22,한 쪽이 양보하지 않는 한 둘 다 파국으로 치닫게 되는 상황을 이르는 이 용어는 무엇일까요?,치킨게임,제로섬,죄수의 딜레마,비영합 게임,치킨게임
23,해는 동쪽에서 떠서 서쪽으로 집니다. 그렇다면 달은 어느 쪽에서 뜰까요?,동쪽,동쪽,서쪽,남쪽,북쪽
24,'국내 종합주가 지수'로 대한민국의 주식 가격을 종합적으로 표시한 수치를 뜻하는 단어는 무엇일까요?,코스피,코스피,코스닥,나스닥,비트코인
25,다음 중 괄약근이 없는 곳은 어디일까요?,모공,식도,입술,항문,모공
26,피아노 곡 '엘리제를 위하여'를 만든 작곡가는?,베토벤,베토벤,모차르트,드뷔시,바흐
27,태극기의 4괘에 해당하지 않는 것은 무엇일까요?,검괘,이괘,곤괘,감괘,검괘
28,정부가 지정한 국민의 안전을 위한 4대 사회악에 해당하지 않는 것은 무엇인가요?,사이버폭력,성폭력,가정폭력,사이버폭력,불량식품
29,"사물놀이는 1978년, 네 가지 악기를 중심으로 하여 창작된 현대 국악이다. 여기서 네 가지 악기에 해당하지 않는 것은?",가야금,꽹과리,장구,북,가야금
30,물질의 단위 부피당 질량을 의미하는 용어는?,밀도,압력,에너지,밀도,속력
31,"OSI 7 계층 중 TCP, UDP 등의 프로토콜이 속하는 계층으로, 프로세스 간에 데이터 전달을 목적으로 하는 계층은?",전송 계층,데이터링크 계층,표현 계층,네트워크 계층,전송 계층
32,"N개의 원소의 배열에서, Merge Sort를 사용하여 데이터를 정렬한다고 할 때 시간복잡도를 올바르게 고르시오.",O(NlogN),O(logN),O(N),O(N^2),O(NlogN)
33,교착상태(DeadLock)의 4가지 조건에 해당하지 않는 것은?,Preemption,Mutual exclusion,Hold and wait,Preemption,Circular wait
